#
# Results on Tue, 26 May 2026 15:36:54 GMT
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.5 Safari/605.1.15
# Design number was non-random = 0
#
# Columns below this comment are as follows:
# 1. Results reception time.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Order number of item.
# 5. Inner element number.
# 6. Label.
# 7. Latin Square Group.
# 8. Field name.
# 9. Field value.
1779809814,287f7f18326165772da24fd659ce6c56,Form,0,0,intro,NULL,ParticipantID,NANUIS03
# 8. Word number.
# 9. Word.
# 10. Reading time.
# 11. Newline?.
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,1,Zaten,0,1743,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,2,Hose,1,1264,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,3,und,2,846,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,4,Schuhe,3,945,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,5,hab,4,648,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,6,ich%2C,5,921,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,7,bir,6,1239,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,8,Oberteil,7,752,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,9,eksik%2C,8,1142,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,10,onu,9,461,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,11,da,10,1228,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,12,ablamdan,11,642,1,false
1779809814,287f7f18326165772da24fd659ce6c56,ReversibleDashedSentence2,2,0,cs_tr_de_1,1,13,yürütürüm%2C,12,859,1,false
